"disrispectfulclassmates","Was disrespectful to classmates","Ставився/-лась неповажно до однокласників"
"disrispectfulteacher","Was disrespectful to the teacher","Ставився/-лась неповажно до вчителя"
"disruptiveevent","Was disruptive during a school event","Погано поводився/-лась під час шкільної події"
"disruptiveclass","Was disruptive in class","Погано поводився/-лась на уроці"
"disruptivefieldtrip","Was disruptive on the field trip","Погано поводився/-лась під час екскурсії"
"classpresident","Was elected class president","Обрано старостою класу"
"homeworkassignment","Was given a homework assignment","Отримав/-ла/ домашнє завдання"
"importantform","Was given an important form which must be returned","Отримав/-ла важливу форму, яку треба повернути"
"importantletter","Was given an important letter which must be signed","Отримав/-ла важливий лист, який треба підписати"
"missingreadinglog","Was missing the reading log","Не мав/-ла журналу з читання"
"notattentive","Was not attentive in class","Був/-ла неуважним/-ою на уроці"
"inappropriatedressed","Was not dressed appropriately","Неналежно вдягнений/-а"
"notdressedpe","Was not dressed properly for P.E.","Не був/-ла відповідно вдягний/-а для фізкультури"
"notpresentmakeup","Was not present in class and needs to complete make-up work","Був/-ла відсутня на уроці та має виконати додаткове завдання"
"gradingsheet-friday","Will have a grading sheet sent home Friday","У п’ятницю додому буде надіслано табель з оцінками"
"gradingsheet-monday","Will have a grading sheet sent home Monday","У понеділок додому буде надіслано табель з оцінками"
"gradingsheet-nextfriday","Will have a grading sheet sent home next Friday","Наступної п’ятниці додому буде надіслано табель з оцінками"
"gradingsheet-nextmonday","Will have a grading sheet sent home next Monday","Наступного понеділка додому буде надіслано табель з оцінками"
"gradingsheet-nextthursday","Will have a grading sheet sent home next Thursday","Наступного четверга додому буде надіслано табель з оцінками"
"gradingsheet-nexttuesday","Will have a grading sheet sent home next Tuesday","Наступного вівторка додому буде надіслано табель з оцінками"
"gradingsheet-nextwednesday","Will have a grading sheet sent home next Wednesday","Наступної середи додому буде надіслано табель з оцінками"
"gradingsheet-thursday","Will have a grading sheet sent home Thursday","У четвер додому буде надіслано табель з оцінками"
"gradingsheet-tuesday","Will have a grading sheet sent home Tuesday","У вівторок додому буде надіслано табель з оцінками"
"gradingsheet-wednesday","Will have a grading sheet sent home Wednesday","У середу додому буде надіслано табель з оцінками"
"reportcard-friday","Will have a report card sent home Friday","У п’ятницю додому буде надіслано табель успішності"
"reportcard-monday","Will have a report card sent home Monday","У понеділок додому буде надіслано табель успішності"
"reportcard-nextfriday","Will have a report card sent home next Friday","Наступної п’ятниці додому буде надіслано табель успішності"
"reportcard-nextmonday","Will have a report card sent home next Monday","Наступного понеділка додому буде надіслано табель успішності"
"reportcard-nextthursday","Will have a report card sent home next Thursday","Наступного четверга додому буде надіслано табель успішності"
"reportcard-nexttuesday","Will have a report card sent home next Tuesday","Наступного вівторка додому буде надіслано табель успішності"
"reportcard-nextwednesday","Will have a report card sent home next Wednesday","Наступної середи додому буде надіслано табель успішності"
"reportcard-thursday","Will have a report card sent home Thursday","У четвер додому буде надіслано табель успішності"
"reportcard-tuesday","Will have a report card sent home Tuesday","У вівторок додому буде надіслано табель успішності"
"reportcard-wednesday","Will have a report card sent home Wednesday","У середу додому буде надіслано табель успішності"
"inappropriateclothing","Wore inappropriate clothing","Мав/-ла недоречний одяг"
"wrokedwell","Worked well with others on a team","Гарно працював/-ла з іншими в команді"
"worksefficiently","Works efficiently","Ефективно працює"
